18|<dl><dt>School Maintenance Grant (SMG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for upto 3 classrooms and <img src="/images/Rupee.jpg"/> 10,000 for more than 3 classrooms. </dd><dt>School Grant (SG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for lower primary schools and <img src="/images/Rupee.jpg"/> 7,000 for upper and model  primary schools</dd><dt>Teacher Learning Material Grant (TLM)</dt><dd><img src="/images/Rupee.jpg"/> 500 per teacher</div></dd></dl>|<dl><dt>ಶಾಲಾ  ನಿರ್ವಹಣೆ  ಅನುದಾನ (SMG)</dt><dd>3 ಕ್ಕಿಂತ ಕಡಿಮೆ ಅಥವಾ 3 ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 5,000, 3 ಕ್ಕಿಂತ ಹೆಚ್ಚು ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗೆ <img src="/images/Rupee.jpg"/> 10,000. </dd><dt>ಶಾಲಾ  ಅನುದಾನ (SG)</dt><dd>ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 5,000 ಮತ್ತು ಹಿರಿಯ ಹಾಗು ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 7,000. </dd><dt>ಬೋಧನ ಕಲಿಕಾ ಸಾಮಗ್ರಿಗಳ ಅನುದಾನ (TLM)</dt><dd><img src="/images/Rupee.jpg"/> 500 ಪ್ರತಿ ಶಿಕ್ಷಕರಿಗೆ .</div></dd></dl>
19|<br/>The total TLM grant for this constituency across |<br/>ಒಟ್ಟು  TLM ಅನುದಾನ  
20| teachers is <img src="/images/Rupee.jpg"/> | ಶಿಕ್ಷಕರಿಗೆ   <img src="/images/Rupee.jpg"/> 
21|The total School Maintenence (SMG) Allocation across schools with 3 or fewer classrooms is <img src="/images/Rupee.jpg"/> |ಒಟ್ಟು ಶಾಲಾ ನಿರ್ವಹಣೆ  ಅನುದಾನ  (SMG) 3 ಕ್ಕಿಂತ ಕಡಿಮೆ ಅಥವಾ 3 ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ  ಶಾಲೆಗಳಲ್ಲಿ  <img src="/images/Rupee.jpg"/> 
22| and allocation for schools with more than 3 classrooms is <img src="/images/Rupee.jpg"/> | ಹಾಗು  3 ಕ್ಕಿಂತ ಹೆಚ್ಚು ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗಳಲ್ಲಿ   <img src="/images/Rupee.jpg"/> 
23|The total School Grant (SG) | ಒಟ್ಟು  ಶಾಲಾ  ಅನುದಾನ (SG) 
UPPER PRIMARY| for all Upper Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
LOWER PRIMARY| for all Lower Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
AND| and| ಮತ್ತು
MODEL PRIMARY| for all Model Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
24|<br/>This constituency has an annual SSA grant of <img src="/images/Rupee.jpg"/> | ಈ ಚುನಾವಣಾ ಕ್ಷೇತ್ರದ ವಾರ್ಷಿಕ  SSA ಅನುದಾನ  ಒಟ್ಟು <img src="/images/Rupee.jpg"/> 
25|The total TLM grant is <img src="/images/Rupee.jpg"/> |TLM ಅನುದಾನ   <img src="/images/Rupee.jpg"/> 
26|The total School grant (SG) based on school categories is <img src="/images/Rupee.jpg"/> |ಶಾಲೆಗಳ  ಪ್ರವರ್ಗ ಆಧಾರಿತ  ಅನುದಾನ (SG) <img src="/images/Rupee.jpg"/> 
27|The total School maintenance grant (SMG) based on the number of class rooms is <img src="/images/Rupee.jpg"/> |ತರಗತಿ  ಕೊಠಡಿಗಳ ಸಂಖ್ಯೆ  ಆಧಾರಿತ  ಶಾಲಾ  ನಿರ್ವಹಣೆ  ಅನುದಾನ (SMG) <img src="/images/Rupee.jpg"/> 
28|The TLM and SMG grant information is based on the DISE data available for |TLM ಮತ್ತು SMG ಅನುದಾನದ ವಿವರ  DISE ಮಾಹಿತಿಯ ಲಭ್ಯತೆಯನ್ನು  ಅವಲಂಬಿಸಿರುತ್ತದೆ. ಈ ವರದಿಗಾಗಿ 
29| schools.|  ಶಾಲೆಗಳ  ಮಾಹಿತಿ ಲಭ್ಯವಿದೆ.
30| The estimate for SG is determined using the category information that Akshara Foundation has recorded for these  | SG ಅನುದಾನದ ವಿವರ  ಅಕ್ಷರ ಪ್ರತಿಷ್ಠಾನವು ಸಂಗ್ರಹಿಸಿರುವ , ಈ 
31| schools.| ಶಾಲೆಗಳ   ಪ್ರವರ್ಗದ  ಮಾಹಿತಿಯನ್ನು ಆಧರಿಸಿ  ಅಂದಾಜಿಸಲಾಗಿದೆ.
