16|Source: Allocation data from PAISA (Planning, Allocations and Expenditures, Institutions: Studies in Accountability ) report 2010 published by Accountability Initiative available at www.accountabilityindia.in/article/state-report-cards/2226-paisa-report-2010. School infrastructure data from DISE (www.schoolreportcards.in).|ಮೂಲ: ವಿಧಾನಸಭಾ ಹಾಗೂ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರಗಳ ವ್ಯಾಪ್ತಿಗೆ ಬರುವ ಶಾಲಾ ಮತ್ತು ಅಂಗನವಾಡಿಗಳ, ಮಾಹಿತಿಯನ್ನು ಆಯಾ ವಲಯ ಶಿಕ್ಷಣಾಧಿಕಾರಿಗಳ ಕಛೇರಿಯಿಂದ ಪಡೆಯಲಾಗಿದೆ.
17|Information is not available.|ಮಾಹಿತಿ ಲಭ್ಯವಿಲ್ಲ .
18|<dl><dt>School Maintenance Grant (SMG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for upto 3 classrooms and <img src="/images/Rupee.jpg"/> 10,000 for more than 3 classrooms. </dd><dt>School Grant (SG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for primary schools and <img src="/images/Rupee.jpg"/> 7,000 for upper primary schools (UPS)</dd><dt>Teacher Learning Material Grant (TLM)</dt><dd><img src="/images/Rupee.jpg"/> 500 per teacher</div></dd></dl>| 
19|The total TLM grant for this constituency across |
20| teachers is <img src="/images/Rupee.jpg"/> |
21|<br/>The total School Maintenence Allocation across schools with 3 or fewer classrooms is <img src="/images/Rupee.jpg"/> |
22| and allocation for schools with more than 3 classrooms is <img src="/images/Rupee.jpg"/> |
23|<br/>The total school grant |
UPPER PRIMARY| for all Upper Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
LOWER PRIMARY| for all Lower Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
AND| and| ಮತ್ತು
MODEL PRIMARY| for all Model Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
24|<br/>This constituency has an SSA grant of <img src="/images/Rupee.jpg"/> |
25|The total TLM grant is <img src="/images/Rupee.jpg"/> |
26|The total annual grant based on school categories is <img src="/images/Rupee.jpg"/> |
27|The total maintenance grant based on the number of class rooms is <img src="/images/Rupee.jpg"/> |
